cpu_mark,cpu_cores,cpu_clock,cpu_smt,cpu_tdp,thread_mark,g3d_mark,gpu_vram,gpu_tdp,gpu_g2d,label,match
43912,16,3.4,1,150,4338,38421,24,450,1295,1440p_120-144,0
37614,14,3.5,1,125,4123,22292,8,220,998,1440p_120-144,1
37614,14,3.5,1,125,4123,17172,8,176,913,1080p_144+,1
58842,24,3.0,1,125,4614,38421,24,450,1295,4k_144+,1
42243,20,2.1,1,65,4258,25180,10,320,1049,1440p_120-144,1
43912,16,3.4,1,150,4338,20416,8,200,988,1440p_144+,0
42746,24,1.1,1,35,4178,22292,8,220,998,1440p_120-144,1
8194,6,2.2,0,35,2156,6323,4,75,648,1080p_60,0
27874,14,3.3,1,165,2663,26969,12,200,1159,1080p_120-144,0
50414,12,4.4,1,120,4132,31060,24,355,1240,4k_120-144,1
19486,6,2.5,1,65,3492,9779,3,120,771,1080p_60,1
22466,10,3.7,1,165,2674,31747,12,285,1195,1080p_120-144,0
53404,20,3.4,1,125,4498,29618,24,450,1228,4k_120-144,1
41080,16,3.2,1,241,4155,27007,12,350,1088,1440p_144+,1
51524,12,4.7,1,170,4245,26678,24,350,1056,1440p_144+,1
53404,20,3.4,1,125,4498,26678,24,350,1056,1440p_144+,1
34243,12,3.6,1,190,4001,22749,16,165,1063,1440p_120-144,1
20872,8,2.5,1,65,3278,26728,16,300,1048,1440p_60,0
52891,20,3.4,1,125,4479,34556,16,320,1234,1440p_144+,0
58970,24,3.2,1,125,4696,14128,6,160,748,4k_144+,0
3501,4,3.33,1,130,1500,14128,6,160,748,1440p_60,0
15189,4,3.5,1,60,3769,25180,10,320,1049,4k_60,0
58010,24,3.0,1,125,4597,19828,12,230,943,1440p_144+,0
61539,24,3.2,1,150,4850,38421,24,450,1295,4k_144+,1
1959,2,3.3,1,65,1508,12714,8,130,925,1080p_120-144,0
58010,24,3.0,1,125,4597,19752,8,115,1083,4k_120-144,0
23050,14,1.6,1,35,3604,7647,4,53,715,1080p_60,1
21570,6,3.3,1,65,3833,16895,12,170,960,1440p_60,1
21674,6,4.1,1,65,3896,7647,4,53,715,1080p_60,1
22563,8,2.5,1,65,3385,8788,4,150,740,1080p_60,1
21565,6,3.5,1,65,3258,26678,24,350,1056,1440p_60,0
17223,6,2.7,1,65,3130,27007,10,350,1088,4k_60,0
58970,24,3.2,1,125,4696,26728,16,300,1048,1440p_144+,1
58970,24,3.2,1,125,4696,28889,20,315,1203,4k_120-144,1
11577,4,3.6,1,65,2418,31060,20,355,1240,1440p_144+,0
19600,10,2.8,1,65,3020,14128,6,160,748,1080p_120-144,0
38668,14,3.5,1,125,4273,17172,8,176,913,1080p_144+,1
13236,8,3.0,0,65,2749,7647,4,53,715,1080p_60,1
58842,24,3.0,1,125,4614,34556,16,320,1234,4k_120-144,1
37783,14,3.5,1,125,4131,22292,8,220,998,1440p_120-144,1
14228,8,3.6,0,95,2867,9554,4,107,808,1080p_60,1
11029,4,3.8,1,65,2526,6323,4,75,648,1080p_60,1
45525,16,3.4,1,105,3469,27007,12,350,1088,1440p_144+,1
2478,2,3.33,1,87,1446,17172,8,176,913,1440p_60,0
36108,16,2.4,1,65,4029,22292,8,220,998,1440p_120-144,1
46731,24,2.0,1,65,4491,31747,12,285,1195,1440p_144+,1
36108,16,2.4,1,65,4029,11659,6,120,777,1080p_144+,0
13291,6,3.1,1,65,2815,7647,4,53,715,1080p_60,1
38713,16,2.1,1,65,4125,9554,4,107,808,1080p_60,0
50414,12,4.4,1,120,4132,38421,24,450,1295,4k_144+,1
25350,6,4.3,1,65,3881,20416,8,200,988,1440p_120-144,0
38668,14,3.5,1,125,4273,26728,16,300,1048,1440p_120-144,0
37783,14,3.5,1,125,4131,22292,8,220,998,1440p_120-144,1
13556,4,3.4,1,60,3420,7647,4,53,715,1080p_60,1
31402,14,2.6,1,65,4008,22726,8,160,1077,4k_60,1
62504,16,4.2,1,120,4151,19752,8,115,1083,4k_144+,0
42746,24,1.1,1,35,4178,19752,8,115,1083,1440p_120-144,1
46398,16,3.4,1,125,4357,31747,12,285,1195,4k_120-144,1
37614,14,3.5,1,125,4123,31747,12,285,1195,1080p_144+,0
62631,16,4.5,1,170,4273,38421,24,450,1295,4k_144+,1
31402,14,2.6,1,65,4008,12714,8,130,925,1440p_60,1
1364,2,2.8,0,65,1301,14128,6,160,748,1080p_120-144,0
31711,14,2.7,1,65,4049,16895,12,170,960,1080p_144+,1
3870,4,3.1,0,95,1578,28889,20,315,1203,1440p_144+,0
51524,12,4.7,1,170,4245,16895,12,170,960,1440p_144+,0
36108,16,2.4,1,65,4029,23468,8,290,1049,1440p_120-144,1
27874,14,3.3,1,165,2663,12714,8,130,925,1080p_120-144,1
42152,20,2.1,1,65,4271,20416,8,200,988,4k_60,1
31402,14,2.6,1,65,4008,19828,12,230,943,1080p_144+,1
25350,6,4.3,1,65,3881,16895,12,170,960,1440p_60,1
21570,6,3.3,1,65,3833,19828,12,230,943,1080p_144+,0
31635,14,2.5,1,65,3871,38421,24,450,1295,4k_60,0
24477,8,3.6,1,125,3396,31747,12,285,1195,4k_120-144,0
4221,2,4.1,1,58,2500,27007,10,350,1088,1440p_144+,0
34261,8,4.2,1,120,3754,27007,12,350,1088,4k_60,1
12090,6,2.9,1,65,2566,9554,4,107,808,1080p_60,1
58010,24,3.0,1,125,4597,16895,12,170,960,1440p_144+,0
52891,20,3.4,1,125,4479,22292,8,220,998,1440p_144+,0
12793,6,3.6,0,65,2501,16895,12,170,960,1080p_144+,0
34243,12,3.6,1,190,4001,26678,24,350,1056,4k_60,1
48583,12,3.6,1,65,4141,19752,8,115,1083,1440p_120-144,0
5366,4,2.8,0,65,2002,27007,12,350,1088,1440p_144+,0
32388,18,3.0,1,165,2652,16895,12,170,960,1080p_144+,1
51524,12,4.7,1,170,4245,31060,20,355,1240,4k_120-144,1
48583,12,3.6,1,65,4141,26678,24,350,1056,1440p_144+,1
25099,8,3.5,1,125,3511,16619,8,165,969,1440p_60,1
30611,12,2.1,1,65,3896,27007,12,350,1088,4k_60,1
50414,12,4.4,1,120,4132,16485,8,160,911,1440p_144+,0
45525,16,3.4,1,105,3469,7647,4,53,715,1080p_60,0
5208,4,2.7,0,35,1913,24985,16,300,1021,4k_60,0
41369,16,3.2,1,241,4148,9554,4,107,808,4k_60,0
22216,10,3.6,1,125,3071,7647,4,53,715,1080p_60,1
48583,12,3.6,1,65,4141,20416,8,200,988,1440p_120-144,0
50476,24,2.0,1,65,4412,38421,24,450,1295,4k_144+,1
33982,16,2.4,1,65,4028,26728,16,300,1048,1080p_144+,0
35890,8,4.5,1,105,4193,31060,24,355,1240,4k_60,0
22499,8,3.6,1,65,2658,26728,16,300,1048,1440p_60,0
50476,24,2.0,1,65,4412,23468,8,290,1049,4k_120-144,0
26330,8,3.0,1,105,2971,28889,20,315,1203,4k_120-144,0
22563,8,2.5,1,65,3385,19752,8,115,1083,1080p_120-144,0
34555,8,3.6,1,65,4065,16895,12,170,960,1440p_120-144,0
42243,20,2.1,1,65,4258,22726,8,160,1077,1440p_144+,0
42152,20,2.1,1,65,4271,16895,12,170,960,1440p_144+,0
45525,16,3.4,1,105,3469,27007,12,350,1088,4k_120-144,0
24844,8,3.5,1,125,3533,14128,6,160,748,1080p_120-144,1
39035,14,3.5,1,125,4288,26728,16,300,1048,4k_60,1
24327,8,3.7,1,65,3288,27007,10,350,1088,1440p_60,0
59317,24,3.2,1,125,4714,27007,12,350,1088,1440p_144+,1
22563,8,2.5,1,65,3385,38421,24,450,1295,4k_144+,0
24477,8,3.6,1,125,3396,26728,16,300,1048,1440p_144+,0
11029,4,3.8,1,65,2526,26728,16,300,1048,1440p_144+,0
27877,10,3.7,1,150,3932,22292,8,220,998,1080p_120-144,0
3773,2,3.4,1,35,1945,17172,8,176,913,1440p_60,0
1786,4,2.0,0,25,690,9108,8,130,774,1080p_60,0
42746,24,1.1,1,35,4178,12714,8,130,925,1440p_120-144,0
22466,10,3.7,1,165,2674,16485,8,160,911,1440p_60,1
1877,2,3.5,0,65,1629,16895,12,170,960,1080p_144+,0
39035,14,3.5,1,125,4288,9779,3,120,771,1080p_60,0
7060,4,3.4,1,84,2169,19752,8,115,1083,4k_60,0
43912,16,3.4,1,150,4338,28889,20,315,1203,4k_60,0
22466,10,3.7,1,165,2674,7647,4,53,715,1080p_60,1
58842,24,3.0,1,125,4614,27007,12,350,1088,1440p_144+,1
37614,14,3.5,1,125,4123,31747,12,285,1195,1440p_120-144,0
23590,8,3.9,1,105,2803,16493,8,175,854,1440p_60,1
22216,10,3.6,1,125,3071,19224,10,175,1059,1440p_60,0
20872,8,2.5,1,65,3278,7877,4,75,568,1080p_60,1
42243,20,2.1,1,65,4258,31747,12,285,1195,1440p_144+,1
39061,12,3.7,1,105,3470,20416,8,200,988,4k_60,1
34555,8,3.6,1,65,4065,19752,8,115,1083,4k_60,1
59317,24,3.2,1,125,4714,38421,24,450,1295,4k_120-144,0
25099,8,3.5,1,125,3511,20778,12,250,964,1440p_120-144,0
24509,8,3.8,1,65,3285,14128,6,160,748,1080p_120-144,1
16125,6,3.6,1,65,2598,19828,12,230,943,1080p_144+,0
42746,24,1.1,1,35,4178,23468,8,290,1049,1440p_144+,0
24844,8,3.5,1,125,3533,22292,8,220,998,1080p_60,0
62631,16,4.5,1,170,4273,38421,24,450,1295,4k_144+,1
50476,24,2.0,1,65,4412,27007,12,350,1088,1440p_144+,1
53404,20,3.4,1,125,4498,38421,24,450,1295,4k_144+,1
3471,4,3.1,0,35,1617,31060,24,355,1240,1440p_144+,0
30611,12,2.1,1,65,3896,19828,12,230,943,1440p_120-144,1
23441,10,2.5,1,154,3498,20416,8,200,988,1080p_60,0
1968,2,3.2,0,54,1773,12717,6,125,805,1440p_60,0
50414,12,4.4,1,120,4132,16485,8,160,911,4k_144+,0
36773,16,2.1,1,65,4112,19752,8,115,1083,1080p_144+,1
21876,6,3.7,1,65,3363,19828,12,230,943,1080p_120-144,0
19862,6,3.0,1,65,3678,12714,8,130,925,1080p_60,0
61286,24,3.0,1,150,4734,38421,24,450,1295,4k_144+,1
34243,12,3.6,1,190,4001,25180,10,320,1049,4k_60,1
4061,4,2.0,1,35,1647,12714,8,130,925,1080p_120-144,0
25364,10,2.5,1,148,3768,13519,6,150,870,1080p_120-144,1
31443,8,4.2,1,65,3898,17172,8,176,913,1080p_144+,1
31443,8,4.2,1,65,3898,16485,8,160,911,1080p_144+,1
43912,16,3.4,1,150,4338,22121,16,250,983,1440p_144+,0
46731,24,2.0,1,65,4491,28889,20,315,1203,4k_120-144,1
25099,8,3.5,1,125,3511,22726,8,160,1077,1080p_120-144,0
21570,6,3.3,1,65,3833,26678,24,350,1056,1440p_60,0
12160,6,2.9,1,65,2543,7647,4,53,715,1080p_60,1
3062,2,3.0,1,35,1775,38421,24,450,1295,4k_144+,0
53404,20,3.4,1,125,4498,34556,16,320,1234,4k_120-144,1
36773,16,2.1,1,65,4112,26969,12,200,1159,1440p_144+,0
8723,4,3.6,1,65,2588,38421,24,450,1295,4k_144+,0
37614,14,3.5,1,125,4123,12714,8,130,925,1080p_144+,0
38713,16,2.1,1,65,4125,20416,8,200,988,4k_60,1
7446,6,1.7,0,35,1914,14128,6,160,748,1440p_60,0
26850,6,3.7,1,65,3842,12714,8,130,925,1080p_120-144,1
21674,6,4.1,1,65,3896,14128,6,160,748,1080p_120-144,1
34261,8,4.2,1,120,3754,27007,12,350,1088,4k_60,1
11029,4,3.8,1,65,2526,16895,12,170,960,1080p_144+,0
45525,16,3.4,1,105,3469,19828,12,230,943,4k_120-144,0
52891,20,3.4,1,125,4479,27007,12,350,1088,1440p_144+,1
46731,24,2.0,1,65,4491,22749,16,165,1063,4k_120-144,0
10648,6,3.7,0,95,2733,22292,8,220,998,1440p_120-144,0
31402,14,2.6,1,65,4008,12717,6,125,805,4k_60,0
53404,20,3.4,1,125,4498,14128,6,160,748,1080p_120-144,0
25664,10,2.5,1,148,3709,16619,8,165,969,1440p_60,1
24844,8,3.5,1,125,3533,14128,6,160,748,1440p_60,1
31711,14,2.7,1,65,4049,19752,8,115,1083,1440p_120-144,1
51524,12,4.7,1,170,4245,28889,20,315,1203,4k_120-144,1
53404,20,3.4,1,125,4498,26678,24,350,1056,1440p_144+,1
52891,20,3.4,1,125,4479,16895,12,170,960,4k_120-144,0
34261,8,4.2,1,120,3754,19752,8,115,1083,1080p_144+,1
36108,16,2.4,1,65,4029,14128,6,160,748,1440p_120-144,0
31711,14,2.7,1,65,4049,22292,8,220,998,1440p_120-144,1
31402,14,2.6,1,65,4008,28889,20,315,1203,1080p_144+,0
21570,6,3.3,1,65,3833,31060,20,355,1240,1440p_60,0
52891,20,3.4,1,125,4479,31747,12,285,1195,4k_120-144,1
31635,14,2.5,1,65,3871,22292,8,220,998,1080p_144+,0
22499,8,3.6,1,65,2658,14128,6,160,748,1080p_120-144,1
26850,6,3.7,1,65,3842,38421,24,450,1295,4k_144+,0
22499,8,3.6,1,65,2658,9554,4,107,808,1080p_60,1
31635,14,2.5,1,65,3871,22292,8,220,998,1440p_120-144,1
21565,6,3.5,1,65,3258,27007,12,350,1088,1080p_120-144,0
24844,8,3.5,1,125,3533,16485,8,160,911,1440p_60,1
42152,20,2.1,1,65,4271,19752,8,115,1083,4k_60,1
42243,20,2.1,1,65,4258,20778,12,250,964,1440p_120-144,1
4221,2,4.1,1,58,2500,26678,24,350,1056,1440p_144+,0
61539,24,3.2,1,150,4850,38421,24,450,1295,4k_144+,1
38668,14,3.5,1,125,4273,19752,8,115,1083,1440p_120-144,1
38668,14,3.5,1,125,4273,25180,10,320,1049,4k_60,1
21570,6,3.3,1,65,3833,9554,4,107,808,1080p_60,1
22563,8,2.5,1,65,3385,22726,8,160,1077,1080p_120-144,0
39061,12,3.7,1,105,3470,22292,8,220,998,1440p_120-144,1
12793,6,3.6,0,65,2501,7647,4,53,715,1080p_60,1
32388,18,3.0,1,165,2652,12717,6,125,805,1440p_60,1
41080,16,3.2,1,241,4155,19752,8,115,1083,1440p_120-144,1
31443,8,4.2,1,65,3898,38421,24,450,1295,1080p_144+,0
31711,14,2.7,1,65,4049,20416,8,200,988,4k_60,1
22466,10,3.7,1,165,2674,28889,20,315,1203,1440p_60,0
37783,14,3.5,1,125,4131,19752,8,115,1083,1440p_120-144,1
39035,14,3.5,1,125,4288,22726,8,160,1077,4k_60,1
61286,24,3.0,1,150,4734,38421,24,450,1295,4k_144+,1
43912,16,3.4,1,150,4338,38421,24,450,1295,4k_144+,0
31711,14,2.7,1,65,4049,25180,10,320,1049,4k_60,1
36108,16,2.4,1,65,4029,26728,16,300,1048,4k_60,1
42243,20,2.1,1,65,4258,26678,24,350,1056,1440p_144+,1
38668,14,3.5,1,125,4273,9554,4,107,808,1080p_60,0
24477,8,3.6,1,125,3396,14128,6,160,748,1080p_120-144,1
26330,8,3.0,1,105,2971,14128,6,160,748,1080p_120-144,1
26105,12,3.5,1,165,2718,12714,8,130,925,1440p_60,1
18693,8,3.8,1,125,3046,16619,8,165,969,1080p_60,0
31711,14,2.7,1,65,4049,19828,12,230,943,1080p_144+,1
3501,4,3.33,1,130,1500,31060,24,355,1240,4k_120-144,0
4287,2,4.2,1,58,2531,38421,24,450,1295,4k_144+,0
13169,6,3.6,0,65,2503,7647,4,53,715,1080p_60,1
32388,18,3.0,1,165,2652,22292,8,220,998,4k_60,1
25099,8,3.5,1,125,3511,12714,8,130,925,1080p_120-144,1
32388,18,3.0,1,165,2652,31747,12,285,1195,4k_60,0
42746,24,1.1,1,35,4178,22292,8,220,998,1440p_120-144,1
50414,12,4.4,1,120,4132,38421,24,450,1295,4k_144+,1
13263,8,3.0,0,65,2769,22292,8,220,998,1440p_120-144,0
46162,16,3.4,1,125,4347,31747,12,285,1195,4k_120-144,1
5281,4,3.1,0,35,1875,25180,10,320,1049,1440p_120-144,0
17721,6,3.6,1,65,2564,9554,4,107,808,1080p_60,1
59317,24,3.2,1,125,4714,31747,12,285,1195,4k_120-144,1
59317,24,3.2,1,125,4714,16493,8,175,854,4k_120-144,0
34261,8,4.2,1,120,3754,31060,24,355,1240,4k_60,0
7728,6,2.1,0,35,2009,22726,8,160,1077,1440p_120-144,0
41080,16,3.2,1,241,4155,22726,3,160,1077,4k_60,1
23590,8,3.9,1,105,2803,27007,12,350,1088,1440p_60,0
52891,20,3.4,1,125,4479,26969,12,200,1159,1440p_144+,1
10648,6,3.7,0,95,2733,31060,24,355,1240,4k_120-144,0
42152,20,2.1,1,65,4271,12714,8,130,925,1440p_144+,0
50414,12,4.4,1,120,4132,38421,24,450,1295,4k_144+,1
22499,8,3.6,1,65,2658,16895,12,170,960,1440p_60,1
58970,24,3.2,1,125,4696,27007,12,350,1088,1440p_144+,1
25097,10,2.5,1,148,3638,31747,12,285,1195,1440p_144+,0
27874,14,3.3,1,165,2663,38421,24,450,1295,4k_144+,0
45525,16,3.4,1,105,3469,12717,6,125,805,1440p_144+,0
12591,4,2.2,1,35,3276,7647,4,53,715,1080p_60,1
43912,16,3.4,1,150,4338,26728,16,300,1048,4k_60,1
3598,4,3.5,0,65,1637,7647,4,53,715,1080p_60,0
38668,14,3.5,1,125,4273,31060,24,355,1240,4k_120-144,0
34555,8,3.6,1,65,4065,14128,6,160,748,4k_60,0
43912,16,3.4,1,150,4338,15119,8,132,879,1440p_120-144,0
38713,16,2.1,1,65,4125,19752,8,115,1083,1440p_120-144,1
50414,12,4.4,1,120,4132,38421,24,450,1295,4k_144+,1
12924,4,2.5,1,35,3423,7647,4,53,715,1080p_60,1
38713,16,2.1,1,65,4125,19752,8,115,1083,1080p_144+,1
53404,20,3.4,1,125,4498,38421,24,450,1295,4k_144+,1
39061,12,3.7,1,105,3470,19224,10,175,1059,1440p_120-144,1
22193,8,2.5,1,65,3407,7877,4,75,568,1080p_60,1
4486,2,3.9,1,51,2317,26678,24,350,1056,1440p_144+,0
46398,16,3.4,1,125,4357,26728,16,300,1048,1440p_144+,1
12160,6,2.9,1,65,2543,22292,8,220,998,1080p_60,0
51524,12,4.7,1,170,4245,31060,20,355,1240,1440p_144+,1
62504,16,4.2,1,120,4151,38421,24,450,1295,4k_144+,1
19486,6,2.5,1,65,3492,20416,8,200,988,1080p_60,0
26105,12,3.5,1,165,2718,23468,8,290,1049,1080p_120-144,0
27877,10,3.7,1,150,3932,15119,8,132,879,1440p_60,1
25097,10,2.5,1,148,3638,20416,8,200,988,1080p_120-144,0
31711,14,2.7,1,65,4049,16485,8,160,911,1080p_144+,1
20288,6,3.6,1,65,3338,12714,8,130,925,1080p_120-144,1
25099,8,3.5,1,125,3511,20416,8,200,988,1080p_120-144,0
13263,8,3.0,0,65,2769,9554,4,107,808,1080p_60,1
2780,2,3.5,0,58,2161,26728,16,300,1048,1440p_144+,0
27874,14,3.3,1,165,2663,19752,8,115,1083,1080p_120-144,0
38668,14,3.5,1,125,4273,20778,12,250,964,4k_60,1
18693,8,3.8,1,125,3046,9554,4,107,808,1080p_60,1
25364,10,2.5,1,148,3768,38421,24,450,1295,1440p_60,0
46398,16,3.4,1,125,4357,26969,12,200,1159,1440p_144+,1
25364,10,2.5,1,148,3768,19224,10,175,1059,1080p_120-144,0
34544,12,3.6,1,190,4023,12717,6,125,805,1440p_60,1
33982,16,2.4,1,65,4028,25180,10,320,1049,4k_60,1
30611,12,2.1,1,65,3896,26728,16,300,1048,1440p_120-144,0
41369,16,3.2,1,241,4148,22292,8,220,998,1440p_120-144,1
23878,8,3.6,1,125,3376,20416,8,200,988,1080p_120-144,0
23050,14,1.6,1,35,3604,20416,8,200,988,1080p_60,0
13180,6,3.4,1,65,2242,16895,12,170,960,1080p_60,0
50414,12,4.4,1,120,4132,34556,16,320,1234,4k_120-144,1
14657,4,3.4,1,58,3610,22292,8,220,998,1080p_60,0
18011,6,2.8,1,65,3293,7647,4,53,715,1080p_60,1
26105,12,3.5,1,165,2718,7647,4,53,715,1080p_60,0
4269,4,2.2,0,35,1625,7647,4,53,715,1080p_60,0
41080,16,3.2,1,241,4155,16895,12,170,960,4k_60,0
21674,6,4.1,1,65,3896,7877,4,75,568,1080p_60,1
58970,24,3.2,1,125,4696,38421,24,450,1295,4k_144+,1
33982,16,2.4,1,65,4028,12717,6,125,805,1440p_60,1
46208,24,2.0,1,65,4312,31747,12,285,1195,4k_120-144,1
23050,14,1.6,1,35,3604,16895,12,170,960,1440p_60,1
27664,10,3.7,1,150,3935,12714,8,130,925,1080p_120-144,1
23878,8,3.6,1,125,3376,27007,12,350,1088,4k_60,0
17223,6,2.7,1,65,3130,16485,8,160,911,1440p_60,0
34243,12,3.6,1,190,4001,22726,8,160,1077,4k_60,1
53404,20,3.4,1,125,4498,16895,12,170,960,4k_144+,0
58970,24,3.2,1,125,4696,26969,12,200,1159,4k_120-144,0
41080,16,3.2,1,241,4155,38421,24,450,1295,4k_144+,0
25350,6,4.3,1,65,3881,12714,8,130,925,1080p_120-144,1
22216,10,3.6,1,125,3071,12714,8,130,925,1080p_120-144,1
38713,16,2.1,1,65,4125,22292,8,220,998,1080p_144+,0
22466,10,3.7,1,165,2674,14128,6,160,748,1080p_120-144,1
27664,10,3.7,1,150,3935,11659,6,120,777,1080p_120-144,1
31711,14,2.7,1,65,4049,31747,12,285,1195,1440p_144+,0
62631,16,4.5,1,170,4273,9554,4,107,808,4k_144+,0
21674,6,4.1,1,65,3896,12714,8,130,925,1080p_120-144,1
42152,20,2.1,1,65,4271,20416,8,200,988,1440p_144+,0
31635,14,2.5,1,65,3871,20416,8,200,988,1440p_120-144,1
58970,24,3.2,1,125,4696,15119,8,132,879,4k_120-144,0
18011,6,2.8,1,65,3293,7647,4,53,715,1080p_60,1
27877,10,3.7,1,150,3932,15119,8,132,879,1440p_60,1
17498,8,3.7,1,105,2420,16619,8,165,969,1080p_60,0
4287,2,4.2,1,58,2531,38421,24,450,1295,4k_144+,0
26636,8,3.4,1,65,3382,26678,24,350,1056,1080p_120-144,0
59317,24,3.2,1,125,4714,38421,24,450,1295,4k_144+,1
36108,16,2.4,1,65,4029,19752,8,115,1083,1440p_120-144,1
50476,24,2.0,1,65,4412,12714,8,130,925,1080p_120-144,0
42243,20,2.1,1,65,4258,27007,12,350,1088,4k_60,1
48583,12,3.6,1,65,4141,24985,16,300,1021,1440p_144+,0
12090,6,2.9,1,65,2566,38421,24,450,1295,4k_144+,0
37783,14,3.5,1,125,4131,20416,8,200,988,1080p_144+,0
25664,10,2.5,1,148,3709,26678,24,350,1056,4k_60,0
31711,14,2.7,1,65,4049,26728,16,300,1048,4k_60,1
12160,6,2.9,1,65,2543,22292,8,220,998,1080p_60,0
31402,14,2.6,1,65,4008,38421,24,450,1295,4k_60,0
46162,16,3.4,1,125,4347,27007,12,350,1088,1440p_144+,1
59317,24,3.2,1,125,4714,27007,12,350,1088,1440p_144+,1
50414,12,4.4,1,120,4132,25180,10,320,1049,1440p_144+,0
33982,16,2.4,1,65,4028,19752,8,115,1083,1440p_120-144,1
50476,24,2.0,1,65,4412,17172,8,176,913,1440p_144+,0
34243,12,3.6,1,190,4001,25180,10,320,1049,1080p_144+,0
13642,6,3.3,1,65,2931,12717,6,125,805,1440p_60,0
34243,12,3.6,1,190,4001,20416,8,200,988,4k_60,1
11577,4,3.6,1,65,2418,12714,8,130,925,1440p_60,0
37614,14,3.5,1,125,4123,16485,8,160,911,1080p_144+,1
39035,14,3.5,1,125,4288,20416,8,200,988,1080p_144+,0
1968,2,3.2,0,54,1773,16619,8,165,969,1440p_60,0
34555,8,3.6,1,65,4065,20416,8,200,988,1440p_60,0
43912,16,3.4,1,150,4338,27007,12,350,1088,1440p_144+,1
42152,20,2.1,1,65,4271,26969,12,200,1159,4k_60,1
58010,24,3.0,1,125,4597,38421,24,450,1295,4k_144+,1
22466,10,3.7,1,165,2674,12714,8,130,925,1080p_120-144,1
37614,14,3.5,1,125,4123,16895,12,170,960,4k_60,0
58010,24,3.0,1,125,4597,15119,8,132,879,4k_144+,0
62631,16,4.5,1,170,4273,38421,24,450,1295,4k_144+,1
37783,14,3.5,1,125,4131,19752,8,115,1083,1080p_144+,1
33982,16,2.4,1,65,4028,38421,24,450,1295,4k_144+,0
37614,14,3.5,1,125,4123,17172,8,176,913,1440p_120-144,0
35890,8,4.5,1,105,4193,16895,12,170,960,1080p_144+,1
5372,4,3.3,0,84,2084,7647,4,53,715,1080p_60,0
4126,2,3.7,1,51,2175,22292,8,220,998,1440p_120-144,0
23590,8,3.9,1,105,2803,13519,6,150,870,1440p_60,1
15189,4,3.5,1,60,3769,38421,24,450,1295,4k_144+,0
20872,8,2.5,1,65,3278,9554,4,107,808,1080p_120-144,0
50476,24,2.0,1,65,4412,26728,16,300,1048,4k_144+,0
38713,16,2.1,1,65,4125,12714,8,130,925,1440p_60,0
41369,16,3.2,1,241,4148,16619,8,165,969,1080p_144+,0
4943,2,4.2,1,60,2573,17172,8,176,913,1440p_60,0
9231,4,3.7,1,65,2325,31747,12,285,1195,4k_120-144,0
20266,6,3.6,1,65,3225,16895,12,170,960,1080p_120-144,0
14657,4,3.4,1,58,3610,8788,4,150,740,1080p_60,1
45525,16,3.4,1,105,3469,15917,12,185,842,1440p_60,0
39035,14,3.5,1,125,4288,16895,12,170,960,1080p_144+,1
42746,24,1.1,1,35,4178,34556,16,320,1234,1440p_144+,0
1959,2,3.3,1,65,1508,20416,8,200,988,1440p_120-144,0
50476,24,2.0,1,65,4412,27007,12,350,1088,1440p_144+,1
50414,12,4.4,1,120,4132,38421,24,450,1295,4k_144+,1
3501,4,3.33,1,130,1500,34556,16,320,1234,4k_120-144,0
33982,16,2.4,1,65,4028,38421,24,450,1295,1440p_120-144,0
34544,12,3.6,1,190,4023,27007,12,350,1088,4k_60,1
33982,16,2.4,1,65,4028,6323,4,75,648,1080p_144+,0
4128,2,4.0,1,58,2468,31060,24,355,1240,1440p_144+,0
6726,2,3.7,1,46,2996,38421,24,450,1295,4k_144+,0
46208,24,2.0,1,65,4312,26678,24,350,1056,1440p_144+,1
37614,14,3.5,1,125,4123,25180,10,320,1049,1440p_120-144,1
7060,4,3.4,1,84,2169,12714,8,130,925,1440p_60,0
16125,6,3.6,1,65,2598,12912,6,120,808,1080p_60,0
3062,2,3.0,1,35,1775,14128,6,160,748,1080p_120-144,0
34555,8,3.6,1,65,4065,26728,16,300,1048,4k_60,1
16340,8,3.6,1,95,2197,25180,10,320,1049,1440p_120-144,0
26105,12,3.5,1,165,2718,19752,8,115,1083,1440p_60,0
21876,6,3.7,1,65,3363,28889,20,315,1203,1080p_120-144,0
14283,6,4.1,1,125,2918,31747,12,285,1195,4k_120-144,0
14657,4,3.4,1,58,3610,23468,8,290,1049,1080p_60,0
52891,20,3.4,1,125,4479,20416,8,200,988,1440p_144+,0
38668,14,3.5,1,125,4273,15119,8,132,879,1440p_120-144,0
38668,14,3.5,1,125,4273,26678,24,350,1056,1080p_144+,0
58010,24,3.0,1,125,4597,26969,12,200,1159,4k_144+,0
46208,24,2.0,1,65,4312,22726,8,160,1077,1440p_144+,0
5281,4,3.1,0,35,1875,25180,10,320,1049,1440p_120-144,0
58970,24,3.2,1,125,4696,27007,12,350,1088,4k_60,0
34544,12,3.6,1,190,4023,19752,8,115,1083,1080p_144+,1
25097,10,2.5,1,148,3638,9554,4,107,808,1080p_60,0
53404,20,3.4,1,125,4498,31747,12,285,1195,1440p_144+,1
10011,4,3.8,1,65,2839,31060,24,355,1240,1440p_144+,0
6416,4,3.4,1,77,2074,18216,8,215,880,4k_60,0
1909,2,2.9,0,54,1583,14128,6,160,748,1440p_60,0
59317,24,3.2,1,125,4714,22292,8,220,998,4k_120-144,0
17721,6,3.6,1,65,2564,7877,4,75,568,1080p_60,1
