name,core_count,core_clock,boost_clock,tdp,graphics,smt,brand,series,model,cpu_mark,thread_mark,socket
Intel Pentium G645,2,2.9,,65,Intel HD Graphics 2500,FALSE,Intel,Pentium,G645,1437,1340,LGA 1155
Intel Pentium G6950,2,2.8,,73,Intel HD Graphics,FALSE,Intel,Pentium,G6950,1238,1109,LGA 1156
Intel Pentium G840,2,2.8,,65,Intel HD Graphics,FALSE,Intel,Pentium,G840,1304,1283,LGA 1155
Intel Pentium G850,2,2.9,,65,Intel HD Graphics,FALSE,Intel,Pentium,G850,1470,1359,LGA 1155
Intel Pentium G860,2,3,,65,Intel HD Graphics,FALSE,Intel,Pentium,G860,1491,1387,LGA 1155
Intel Pentium G870,2,3.1,,65,Intel HD Graphics,FALSE,Intel,Pentium,G870,1561,1469,LGA 1155
Intel Pentium Gold G5400,2,3.7,,54,Intel UHD Graphics 610,TRUE,Intel,Pentium Gold,G5400,3733,2189,LGA 1151
Intel Pentium Gold G5400T,2,3.1,,54,Intel UHD Graphics 610,TRUE,Intel,Pentium Gold,G5400T,3733,2189,LGA 1151
Intel Pentium Gold G5420,2,3.8,,54,Intel UHD Graphics 610,TRUE,Intel,Pentium Gold,G5420,3765,2241,LGA 1151
Intel Pentium Gold G5500,2,3.8,,54,Intel UHD Graphics 630,TRUE,Intel,Pentium Gold,G5500,3831,2249,LGA 1151
Intel Pentium Gold G5500T,2,3.2,,35,Intel UHD Graphics 630,TRUE,Intel,Pentium Gold,G5500T,3311,1951,LGA 1151
Intel Pentium Gold G5600,2,3.9,,54,Intel UHD Graphics 630,TRUE,Intel,Pentium Gold,G5600,3884,2275,LGA 1151
Intel Pentium Gold G6400,2,4,,58,Intel UHD Graphics 610,TRUE,Intel,Pentium Gold,G6400,4128,2468,LGA 1200
Intel Pentium Gold G6405,2,4.1,,58,Intel UHD Graphics 610,TRUE,Intel,Pentium Gold,G6405,4221,2500,LGA 1200
Intel Pentium Gold G6500,2,4.1,,58,Intel UHD Graphics 630,TRUE,Intel,Pentium Gold,G6500,4140,2488,LGA 1200
Intel Pentium Gold G6600,2,4.2,,58,Intel UHD Graphics 630,TRUE,Intel,Pentium Gold,G6600,4287,2531,LGA 1200
Intel Pentium Gold G6605,2,4.3,,58,Intel UHD Graphics 630,TRUE,Intel,Pentium Gold,G6605,4486,2606,LGA 1200
Intel Pentium Gold G7400,2,3.7,,46,Intel UHD Graphics 710,TRUE,Intel,Pentium Gold,G7400,6726,2996,LGA 1700
